Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Kevin Danso,AUT,DF,Lens,Ligue 1,26-050,1998,5.0,6,0,5,1,0,3,4,75.0,1,12,12,0,6,12,20,1
Dante,BRA,DF,Nice,Ligue 1,41-021,1983,7.3,17,7,9,6,2,10,13,76.9,3,5,1,4,9,26,24,0
Pape Daouda Diongue,SEN,"MF,FW",Strasbourg,Ligue 1,,,0.6,1,0,0,1,0,0,0,,0,0,0,0,3,4,0,0
Mohammed Daramy,DEN,FW,Reims,Ligue 1,22-306,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Bence Dárdai,GER,"MF,FW",Wolfsburg,Bundesliga,18-289,2006,1.1,5,5,1,4,0,2,3,66.7,1,1,0,1,1,6,0,0
Sergi Darder,ESP,"MF,FW",Mallorca,La Liga,30-322,1993,8.2,14,7,6,3,5,2,11,18.2,9,4,0,4,3,17,6,1
Matteo Darmian,ITA,DF,Inter,Serie A,34-342,1989,7.3,16,9,6,7,3,8,13,61.5,5,2,2,0,2,18,13,0
Lukas Daschner,GER,"MF,FW",Bochum,Bundesliga,26-038,1998,3.2,4,2,1,2,1,2,8,25.0,6,4,0,4,0,4,3,0
Juan David Cabal,COL,DF,Juventus,Serie A,23-305,2001,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1
Jonathan David,CAN,FW,Lille,Ligue 1,24-299,2000,8.1,7,1,2,3,2,3,8,37.5,5,5,1,4,2,9,2,0
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,24-006,2000,7.2,13,7,4,7,2,6,7,85.7,1,3,0,3,4,17,9,0
Ben Davies,WAL,DF,Tottenham,Premier League,31-198,1993,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0
Keinan Davis,ENG,FW,Udinese,Serie A,26-269,1998,4.8,4,2,0,3,1,1,2,50.0,1,1,1,0,1,5,3,0
Leif Davis,ENG,DF,Ipswich Town,Premier League,24-301,2000,10.0,20,12,18,1,1,15,25,60.0,10,10,1,9,10,30,25,0
Zuriko Davitashvili,GEO,"MF,FW",Saint-Étienne,Ligue 1,23-267,2001,9.7,9,4,3,5,1,7,19,36.8,12,5,0,5,6,15,3,0
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,29-172,1995,4.2,8,6,2,6,0,3,4,75.0,1,2,1,1,3,11,11,0
Craig Dawson,ENG,DF,Wolves,Premier League,34-186,1990,7.3,12,3,7,4,1,10,13,76.9,3,12,9,3,8,20,36,0
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,33-133,1991,4.0,2,1,2,0,0,0,3,0.0,3,2,0,2,2,4,0,0
Charles De Ketelaere,BEL,"MF,FW",Atalanta,Serie A,23-243,2001,8.5,4,4,0,3,1,1,5,20.0,4,4,2,2,0,4,4,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,30-168,1994,5.9,5,4,2,3,0,5,8,62.5,3,4,0,4,2,7,6,1
Mattia De Sciglio,ITA,DF,Empoli,Serie A,32-019,1992,1.6,3,1,0,3,0,3,3,100.0,0,1,0,1,1,4,8,0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,36-169,1988,2.7,5,3,3,1,1,3,5,60.0,2,4,0,4,0,5,8,0
Thibault De Smet,BEL,DF,Reims,Ligue 1,26-156,1998,0.1,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
Koni De Winter,BEL,DF,Genoa,Serie A,22-149,2002,7.0,12,9,6,5,1,4,6,66.7,2,2,1,1,8,20,34,0
Alessandro Deiola,ITA,MF,Cagliari,Serie A,29-099,1995,5.2,13,8,4,8,1,5,13,38.5,8,5,3,2,2,15,12,0
Romain Del Castillo,FRA,FW,Brest,Ligue 1,28-224,1996,6.5,15,10,3,6,6,9,11,81.8,2,10,0,10,2,17,0,0
Enrico Del Prato,ITA,DF,Parma,Serie A,24-364,1999,9.2,5,3,3,2,0,3,6,50.0,3,25,12,13,7,12,41,1
Liam Delap,ENG,FW,Ipswich Town,Premier League,21-274,2003,7.8,3,1,1,1,1,0,6,0.0,6,4,0,4,1,4,10,0
Fisayo Dele-Bashiru,NGA,"MF,FW",Lazio,Serie A,23-276,2001,1.9,3,3,1,1,1,0,0,,0,2,0,2,0,3,0,0
Olivier Deman,BEL,DF,Werder Bremen,Bundesliga,24-216,2000,0.4,3,1,0,3,0,1,5,20.0,4,0,0,0,0,3,2,0
Ali Dembélé,FRA,DF,Torino,Serie A,20-308,2004,0.7,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,2,0
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27-177,1997,6.4,5,2,0,2,3,2,3,66.7,1,1,0,1,3,8,0,1
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26-228,1998,5.1,4,3,1,1,2,0,4,0.0,4,3,0,3,1,5,2,0
Sepp van den Berg,NED,DF,Brentford,Premier League,22-324,2001,7.1,12,8,9,1,2,5,8,62.5,3,14,7,7,6,18,26,1
Arthur Desmas,FRA,GK,Le Havre,Ligue 1,30-215,1994,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1
Kiernan Dewsbury-Hall,ENG,MF,Chelsea,Premier League,26-063,1998,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,1
Michele Di Gregorio,ITA,GK,Juventus,Serie A,27-104,1997,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,31-096,1993,11.0,28,19,15,12,1,19,25,76.0,6,4,2,2,12,40,34,1
Boulaye Dia,SEN,"MF,FW",Lazio,Serie A,27-358,1996,7.0,7,3,3,1,3,3,6,50.0,3,2,0,2,3,10,2,1
Mamadou Diakhon,FRA,"MF,FW",Reims,Ligue 1,19-047,2005,1.2,4,4,2,0,2,4,5,80.0,1,0,0,0,0,4,1,0
Bafodé Diakité,FRA,DF,Lille,Ligue 1,23-307,2001,10.0,12,6,8,2,2,9,14,64.3,5,8,4,4,9,21,26,2
Oumar Diakité,CIV,FW,Reims,Ligue 1,20-324,2003,7.4,9,6,5,4,0,5,10,50.0,5,6,1,5,2,11,5,0
Amad Diallo,CIV,FW,Manchester Utd,Premier League,22-120,2002,4.4,14,10,4,6,4,7,9,77.8,2,2,0,2,2,16,1,0
Assane Diao,ESP,FW,Betis,La Liga,19-062,2005,2.6,4,2,0,3,1,3,7,42.9,4,1,0,1,0,4,3,0
Habib Diarra,SEN,"MF,FW",Strasbourg,Ligue 1,20-310,2004,9.3,7,4,0,6,1,4,7,57.1,3,5,0,5,2,9,11,1
Moussa Diarra,MLI,DF,Alavés,La Liga,23-364,2000,6.2,14,9,5,9,0,8,13,61.5,5,4,1,3,8,22,2,0
Rúben Dias,POR,DF,Manchester City,Premier League,27-178,1997,8.1,7,4,3,3,1,3,4,75.0,1,4,3,1,10,17,21,1
Krépin Diatta,SEN,DF,Monaco,Ligue 1,25-257,1999,2.2,11,7,8,1,2,7,13,53.8,6,3,1,2,3,14,7,1
Kandet Diawara,GUI,FW,Le Havre,Ligue 1,24-272,2000,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Mahamadou Diawara,FRA,MF,Lyon,Ligue 1,19-265,2005,0.2,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0
Brahim Díaz,MAR,"FW,MF",Real Madrid,La Liga,25-097,1999,1.5,3,2,2,1,0,0,3,0.0,3,0,0,0,1,4,0,0
Luis Díaz,COL,FW,Liverpool,Premier League,27-300,1997,6.2,11,6,4,6,1,5,11,45.5,6,6,0,6,3,14,3,0
Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,26-156,1998,0.6,1,1,0,1,0,1,1,100.0,0,2,0,2,1,2,0,0
Tyler Dibling,ENG,"FW,MF",Southampton,Premier League,18-241,2006,5.8,10,8,5,4,1,5,9,55.6,4,4,1,3,2,12,3,0
Diego,ESP,"FW,MF",Leganés,La Liga,24-204,2000,2.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0
Justin Diehl,GER,DF,Stuttgart,Bundesliga,19-347,2004,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Bamba Dieng,SEN,FW,Angers,Ligue 1,24-230,2000,2.5,2,0,0,1,1,0,0,,0,1,0,1,0,2,3,0
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30-298,1994,0.5,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,3,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,31-111,1993,8.5,23,15,13,7,3,15,24,62.5,9,11,3,8,14,37,24,0
Federico Dimarco,ITA,DF,Inter,Serie A,26-364,1997,9.7,7,3,3,2,2,4,6,66.7,2,7,2,5,4,11,11,0
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,23-353,2000,2.6,2,1,1,1,0,0,2,0.0,2,3,0,3,6,8,6,0
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,22-331,2001,5.5,11,6,3,5,3,3,12,25.0,9,8,1,7,3,14,0,0
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23-213,2001,7.3,10,7,3,6,1,8,12,66.7,4,12,8,4,9,19,23,0
Lois Diony,FRA,FW,Angers,Ligue 1,31-324,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Issa Diop,FRA,DF,Fulham,Premier League,27-304,1997,4.4,8,5,5,3,0,3,5,60.0,2,4,3,1,1,9,19,0
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24-152,2000,1.1,3,3,1,0,2,0,1,0.0,1,2,0,2,1,4,2,0
Andy Diouf,FRA,MF,Lens,Ligue 1,21-175,2003,8.9,14,10,3,9,2,9,16,56.3,7,12,1,11,5,19,7,0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,24-358,1999,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,1
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27-049,1997,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Axel Disasi,FRA,DF,Chelsea,Premier League,26-242,1998,1.0,1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,3,0
Roman Dixon,ENG,DF,Everton,Premier League,19-318,2004,1.0,5,5,3,2,0,4,4,100.0,0,1,0,1,1,6,3,0
Álvaro djaló,ESP,FW,Athletic Club,La Liga,25-084,1999,3.3,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0
Djené,TOG,DF,Getafe,La Liga,32-313,1991,10.5,6,1,3,3,0,1,8,12.5,7,8,5,3,11,17,40,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31-263,1993,10.0,23,13,11,12,0,12,14,85.7,2,12,8,4,19,42,35,1
Marko Dmitrović,SRB,GK,Leganés,La Liga,32-289,1992,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26-145,1998,8.4,15,12,9,4,2,8,12,66.7,4,15,0,15,5,20,7,0
Dodô,BRA,DF,Fiorentina,Serie A,25-357,1998,11.0,11,8,5,3,3,7,12,58.3,5,10,3,7,16,27,19,0
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26-131,1998,9.0,11,8,6,3,2,5,8,62.5,3,13,4,9,10,21,25,0
Matt Doherty,IRL,DF,Wolves,Premier League,32-297,1992,2.3,8,6,6,2,0,4,5,80.0,1,4,1,3,2,10,8,0
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22-165,2002,4.5,9,4,2,3,4,1,3,33.3,2,4,0,4,0,9,1,0
Marc Domenech,ESP,FW,Mallorca,La Liga,18-312,2006,1.3,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0
Benjamín Domínguez,ARG,FW,Bologna,Serie A,21-050,2003,0.7,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23-271,2001,3.8,7,4,4,3,0,4,7,57.1,3,4,4,0,4,11,22,0
Israel Domínguez,ESP,FW,Sevilla,La Liga,21-185,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26-133,1998,5.0,17,7,5,9,3,9,17,52.9,8,12,3,9,8,25,9,0
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19-221,2005,1.9,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25-257,1999,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20-013,2004,9.4,19,10,9,7,3,11,22,50.0,11,10,3,7,12,31,17,0
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26-298,1998,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26-298,1998,2.9,4,2,2,2,0,1,3,33.3,2,5,0,5,2,6,2,0
Alberto Dossena,ITA,DF,Como,Serie A,26-026,1998,10.6,15,8,12,3,0,6,11,54.5,5,8,5,3,11,26,52,1
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31-312,1993,6.3,12,6,7,5,0,4,4,100.0,0,10,3,7,3,15,5,0
Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24-305,2000,1.2,6,3,1,4,1,1,4,25.0,3,2,0,2,2,8,1,0
Désiré Doué,FRA,FW,Paris S-G,Ligue 1,19-158,2005,3.1,3,2,1,2,0,1,8,12.5,7,3,0,3,0,3,1,0
Guela Doué,CIV,DF,Strasbourg,Ligue 1,22-022,2002,9.0,19,14,11,3,5,12,15,80.0,3,10,0,10,14,33,43,0
Douglas,BRA,MF,Nantes,Ligue 1,27-300,1997,7.4,19,11,8,7,4,5,11,45.5,6,11,2,9,4,23,11,0
Ismaël Doukouré,FRA,MF,Strasbourg,Ligue 1,21-107,2003,8.5,15,6,6,9,0,8,8,100.0,0,12,3,9,8,23,21,2
Issa Doumbia,CIV,MF,Venezia,Serie A,21-023,2003,1.6,3,1,1,2,0,3,4,75.0,1,3,1,2,1,4,2,0
Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21-264,2003,3.4,12,7,4,6,2,7,14,50.0,7,4,0,4,6,18,4,0
Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,25-098,1999,5.1,6,1,2,4,0,2,4,50.0,2,4,2,2,3,9,5,0
Artem Dovbyk,UKR,FW,Roma,Serie A,27-140,1997,9.6,1,1,0,0,1,0,1,0.0,1,4,1,3,1,2,3,0
Flynn Downes,ENG,MF,Southampton,Premier League,25-293,1999,10.0,23,12,12,9,2,6,19,31.6,13,16,3,13,15,38,15,2
Tommy Doyle,ENG,MF,Wolves,Premier League,23-022,2001,3.0,3,1,0,3,0,2,5,40.0,3,3,1,2,2,5,5,0
Radu Drăgușin,ROU,DF,Tottenham,Premier League,22-279,2002,2.1,1,0,1,0,0,1,1,100.0,0,3,2,1,2,3,5,0
Patrick Drewes,GER,GK,Bochum,Bundesliga,31-278,1993,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,1
Tim Drexler,GER,DF,Hoffenheim,Bundesliga,19-247,2005,3.8,17,7,11,6,0,9,12,75.0,3,6,4,2,1,18,8,0
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,30-246,1994,8.1,5,3,1,3,1,1,7,14.3,6,2,0,2,2,7,12,0
Ondrej Duda,SVK,MF,Hellas Verona,Serie A,29-339,1994,6.9,8,5,3,5,0,5,13,38.5,8,5,2,3,7,15,4,1
Denzel Dumfries,NED,DF,Inter,Serie A,28-204,1996,4.3,5,4,1,2,2,2,5,40.0,3,3,0,3,2,7,4,0
Alfred Duncan,GHA,MF,Venezia,Serie A,31-243,1993,6.6,12,5,3,8,1,3,8,37.5,5,4,2,2,7,19,4,0
Lewis Dunk,ENG,DF,Brighton,Premier League,32-353,1991,7.8,3,1,3,0,0,1,1,100.0,0,9,5,4,7,10,20,0
Jhon Durán,COL,FW,Aston Villa,Premier League,20-331,2003,2.9,5,4,1,0,4,1,3,33.3,2,3,0,3,0,5,6,0
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,23-167,2001,2.1,3,2,0,2,1,2,4,50.0,2,1,1,0,2,5,2,0
Julien Duranville,BEL,FW,Dortmund,Bundesliga,18-187,2006,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hugo Duro,ESP,FW,Valencia,La Liga,24-364,1999,7.8,7,5,3,3,1,2,2,100.0,0,6,1,5,6,13,5,0
Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,27-119,1997,3.6,12,9,6,3,3,10,20,50.0,10,6,0,6,4,16,15,0
Paulo Dybala,ARG,"FW,MF",Roma,Serie A,30-359,1993,5.9,9,4,1,5,3,4,6,66.7,2,4,0,4,1,10,0,0
Stefan Džodić,SRB,DF,Montpellier,Ligue 1,19-238,2005,1.9,5,2,3,2,0,3,5,60.0,2,2,1,1,4,9,7,0
Adam Dźwigała,POL,"MF,DF",St. Pauli,Bundesliga,29-044,1995,1.1,8,3,7,1,0,5,7,71.4,2,0,0,0,0,8,4,0
Aron Dønnum,NOR,"DF,MF",Toulouse,Ligue 1,26-202,1998,7.1,7,4,2,5,0,2,12,16.7,10,4,2,2,4,11,11,0
Enzo Ebosse,CMR,DF,Udinese,Serie A,25-242,1999,0.5,0,0,0,0,0,0,0,,0,2,2,0,0,0,0,0
Ederson,BRA,GK,Manchester City,Premier League,31-083,1993,10.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1
Éderson,BRA,MF,Atalanta,Serie A,25-124,1999,10.0,10,8,3,6,1,5,9,55.6,4,4,1,3,11,21,10,0
George Edmundson,ENG,DF,Ipswich Town,Premier League,27-069,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Odsonne Édouard,FRA,"MF,FW",Crystal Palace,Premier League,26-297,1998,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0
Odsonne Édouard,FRA,FW,Leicester City,Premier League,26-297,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Samuel Edozie,ENG,"DF,FW",Southampton,Premier League,21-285,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0
Johannes Eggestein,GER,FW,St. Pauli,Bundesliga,26-184,1998,8.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,27-336,1996,7.4,11,6,2,7,2,5,9,55.6,4,7,0,7,13,24,8,0
Kingsley Ehizibue,NED,DF,Udinese,Serie A,29-167,1995,10.2,18,11,13,5,0,9,18,50.0,9,11,4,7,9,27,24,1
Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,26-311,1998,6.0,5,3,0,3,2,3,9,33.3,6,6,0,6,1,6,2,0
Jeff Ekhator,ITA,"FW,MF",Genoa,Serie A,17-363,2006,4.0,0,0,0,0,0,0,0,,0,3,0,3,0,0,1,0
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22-141,2002,6.7,4,1,2,1,1,2,3,66.7,1,4,0,4,4,8,5,0
Jurgen Ekkelenkamp,NED,MF,Udinese,Serie A,24-217,2000,3.5,6,4,1,5,0,4,5,80.0,1,5,0,5,3,9,4,0
Jacques Ekomie,GAB,DF,Angers,Ligue 1,21-081,2003,2.5,5,5,2,2,1,2,4,50.0,2,6,0,6,2,7,6,0
Emmanuel Ekong,SWE,"MF,FW",Empoli,Serie A,22-136,2002,1.1,3,2,0,2,1,2,2,100.0,0,1,0,1,1,4,1,0
Caleb Ekuban,GHA,FW,Genoa,Serie A,30-230,1994,2.3,1,1,0,1,0,0,0,,0,2,0,2,0,1,3,0
Pierre Ekwah Elimby,FRA,MF,Saint-Étienne,Ligue 1,22-298,2002,7.0,13,8,7,6,0,9,15,60.0,6,8,4,4,10,23,23,0
Anthony Elanga,SWE,FW,Nott'ham Forest,Premier League,22-195,2002,6.2,3,2,0,2,1,1,4,25.0,3,4,0,4,3,6,8,0
Mikael Ellertsson,ISL,"MF,DF",Venezia,Serie A,22-242,2002,7.4,10,5,3,5,2,3,8,37.5,5,8,2,6,2,12,18,0
Harvey Elliott,ENG,FW,Liverpool,Premier League,21-218,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Elif Elmas,MKD,MF,RB Leipzig,Bundesliga,25-045,1999,0.5,3,1,3,0,0,1,3,33.3,2,2,0,2,0,3,2,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,30-225,1994,2.7,4,2,2,1,1,1,1,100.0,0,6,5,1,1,5,8,0
Nico Elvedi,SUI,DF,Gladbach,Bundesliga,28-039,1996,5.5,10,5,5,2,3,6,6,100.0,0,10,8,2,8,18,19,0
Adri Embarba,ESP,"FW,MF",Rayo Vallecano,La Liga,32-185,1992,6.4,12,5,6,5,1,7,13,53.8,6,4,0,4,4,16,4,0
Breel Embolo,SUI,FW,Monaco,Ligue 1,27-268,1997,6.0,3,2,1,1,1,1,5,20.0,4,1,0,1,1,4,3,0
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21-279,2003,7.1,4,4,0,2,2,1,1,100.0,0,6,4,2,0,4,8,0
Emerson,BRA,DF,Milan,Serie A,25-299,1999,6.7,14,10,8,4,2,8,15,53.3,7,5,2,3,5,19,18,0
Yunus Emre Konak,TUR,"MF,FW",Brentford,Premier League,18-303,2006,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Julio Enciso,PAR,"MF,FW",Brighton,Premier League,20-290,2004,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Wataru Endo,JPN,MF,Liverpool,Premier League,31-273,1993,0.2,3,2,0,3,0,2,2,100.0,0,1,0,1,0,3,1,0
Endrick,BRA,FW,Real Madrid,La Liga,18-110,2006,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Yannik Engelhardt,GER,MF,Como,Serie A,23-275,2001,3.1,5,3,2,2,1,4,7,57.1,3,0,0,0,4,9,1,0
Arne Engels,BEL,"MF,FW",Augsburg,Bundesliga,21-061,2003,0.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Christian Eriksen,DEN,MF,Manchester Utd,Premier League,32-268,1992,4.8,7,2,0,5,2,4,9,44.4,5,3,1,2,2,9,4,0
Martin Erlic,CRO,DF,Bologna,Serie A,26-289,1998,2.5,2,0,0,2,0,1,2,50.0,1,5,4,1,1,3,5,0
Patrick Erras,GER,DF,Holstein Kiel,Bundesliga,29-292,1995,6.2,5,4,4,1,0,1,7,14.3,6,8,6,2,5,10,48,0
Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32-308,1992,3.4,16,9,10,5,1,9,20,45.0,11,6,2,4,7,23,7,0
Sebastiano Esposito,ITA,"FW,MF",Empoli,Serie A,22-129,2002,6.0,16,9,5,9,2,8,15,53.3,7,4,1,3,5,21,2,0
Samuel Essende,COD,FW,Augsburg,Bundesliga,26-290,1998,4.7,0,0,0,0,0,0,0,,0,4,1,3,0,0,1,0
Dario Essugo,POR,MF,Las Palmas,La Liga,19-239,2005,6.6,17,13,10,4,3,8,12,66.7,4,6,4,2,16,33,16,3
Nahuel Estévez,ARG,MF,Parma,Serie A,28-360,1995,2.3,3,1,3,0,0,1,6,16.7,5,3,2,1,2,5,8,0
Pervis Estupiñán,ECU,DF,Brighton,Premier League,26-292,1998,4.8,13,9,8,4,1,4,7,57.1,3,2,1,1,9,22,17,0
Evanilson,BRA,FW,Bournemouth,Premier League,25-033,1999,6.9,4,2,0,1,3,2,3,66.7,1,4,1,3,0,4,6,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36-310,1988,2.2,7,5,4,3,0,2,2,100.0,0,2,1,1,1,8,8,0
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26-132,1998,9.0,15,8,6,7,2,6,14,42.9,8,6,0,6,3,18,3,1
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22-327,2001,9.4,16,11,10,6,0,5,9,55.6,4,11,1,10,4,20,5,0
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21-299,2003,3.9,6,5,1,2,3,3,6,50.0,3,0,0,0,1,7,4,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,39-204,1985,2.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Alieu Fadera,GAM,FW,Como,Serie A,23-005,2001,7.6,25,21,11,8,6,8,23,34.8,15,7,1,6,3,28,3,0
Wout Faes,BEL,DF,Leicester City,Premier League,26-219,1998,10.0,14,10,11,2,1,7,17,41.2,10,24,17,7,5,19,57,2
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23-270,2001,4.9,10,7,6,3,1,5,7,71.4,2,1,0,1,2,12,3,0
Romain Faivre,FRA,"FW,MF",Brest,Ligue 1,26-117,1998,3.8,6,6,2,3,1,2,6,33.3,4,1,0,1,3,9,2,0
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29-210,1995,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1
Davide Faraoni,ITA,"DF,MF",Hellas Verona,Serie A,33-014,1991,0.5,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,2,1
Abdul Fatawu Issahaku,GHA,"FW,DF",Leicester City,Premier League,20-245,2004,5.4,20,15,13,1,6,11,19,57.9,8,5,0,5,4,24,11,0
Ansu Fati,ESP,FW,Barcelona,La Liga,22-008,2002,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20-152,2004,2.8,14,7,5,9,0,5,8,62.5,3,4,0,4,1,15,4,0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21-237,2003,6.1,16,9,8,7,1,9,13,69.2,4,7,1,6,2,18,10,0
Peter Federico,DOM,"MF,FW",Getafe,La Liga,22-106,2002,2.6,5,2,1,2,2,3,3,100.0,0,3,0,3,0,5,3,0
Nabil Fekir,FRA,MF,Betis,La Liga,31-113,1993,2.0,3,2,1,1,1,1,2,50.0,1,2,0,2,0,3,0,0
Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,23-205,2001,0.8,0,0,0,0,0,0,2,0.0,2,0,0,0,4,4,0,0
João Félix,POR,"MF,FW",Chelsea,Premier League,24-364,1999,1.4,2,0,1,0,1,1,2,50.0,1,1,0,1,1,3,2,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33-280,1991,11.0,22,13,16,5,1,15,28,53.6,13,14,7,7,17,39,21,0
Evan Ferguson,IRL,FW,Brighton,Premier League,20-020,2004,1.2,1,1,0,1,0,0,1,0.0,1,2,1,1,0,1,1,0
Lewis Ferguson,SCO,MF,Bologna,Serie A,25-076,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31-252,1993,2.3,1,0,0,1,0,0,2,0.0,2,1,0,1,2,3,2,0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,30-061,1994,9.3,24,15,6,14,4,8,22,36.4,14,9,1,8,7,31,12,0
Edimilson Fernandes,SUI,MF,Brest,Ligue 1,28-207,1996,2.2,2,2,1,1,0,2,3,66.7,1,5,2,3,5,7,6,0
