Joueur,Nation,Pos,Équipe,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts/90,PD/90,B+PD/90,B-PénM/90,B+PD-PénM/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Kassoum Ouattara,FRA,"DF,AT",Monaco,20-001,2004,4,2,162,1.8,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,5,10,10,0.00,0.56,0.56,0.00,0.56,0.09,0.13,0.21,0.09,0.21
Zinédine Ould Khaled,FRA,MT,Angers,24-275,2000,2,1,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Beres Owusu,FRA,DF,Saint-Étienne,21-026,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Elisha Owusu,GHA,MT,Auxerre,26-343,1997,7,7,597,6.6,1,1,2,1,0,0,3,0,0.2,0.2,0.5,0.8,1,23,8,0.15,0.15,0.30,0.15,0.30,0.04,0.08,0.12,0.04,0.12
Willian Pacho,ECU,DF,Paris S-G,22-365,2001,7,6,568,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Nicolas Pallois,FRA,DF,Nantes,37-026,1987,5,4,361,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Kévin Pedro,FRA,DF,Saint-Étienne,18-237,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Théo Pellenard,FRA,DF,Auxerre,30-225,1994,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faris Pemi Moumbagna,CMR,AT,Marseille,24-106,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mathias Pereira Lage,POR,"MT,AT",Brest,27-320,1996,6,3,266,3.0,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,9,13,0.00,0.34,0.34,0.00,0.34,0.07,0.09,0.16,0.07,0.16
Lucas Perri,BRA,GB,Lyon,26-310,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gaëtan Perrin,FRA,"MT,AT",Auxerre,28-130,1996,7,4,364,4.0,1,1,2,1,0,0,1,0,0.3,0.3,1.9,2.2,14,20,25,0.25,0.25,0.49,0.25,0.49,0.08,0.46,0.54,0.08,0.54
Léo Pétrot,FRA,DF,Saint-Étienne,27-183,1997,4,2,239,2.7,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,1,4,6,0.00,0.38,0.38,0.00,0.38,0.00,0.06,0.06,0.00,0.06
Đorđe Petrović,SRB,GB,Strasbourg,25-007,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adrien Rabiot,FRA,"MT,DF",Marseille,29-195,1995,2,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33
Gonçalo Ramos,POR,AT,Paris S-G,23-117,2001,1,1,19,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,4.74,4.74,0.00,4.74,0.00,0.35,0.35,0.00,0.35
Lilian Raolisoa,FRA,DF,Angers,24-121,2000,6,1,103,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.1,2,9,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Rayan Raveloson,MAD,"MT,DF",Auxerre,27-273,1997,6,4,395,4.4,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,4,26,8,0.23,0.00,0.23,0.23,0.23,0.14,0.02,0.16,0.14,0.16
Guillaume Restes,FRA,GB,Toulouse,19-218,2005,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexsandro Ribeiro,BRA,DF,Lille,25-067,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,7,41,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Valentin Rongier,FRA,"DF,MT",Marseille,29-313,1994,4,1,160,1.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,5,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Pablo Rosario,NED,"MT,DF",Nice,27-282,1997,7,5,444,4.9,1,0,1,0,1,1,1,0,1.6,0.8,0.1,0.9,1,13,4,0.20,0.00,0.20,0.00,0.00,0.32,0.02,0.33,0.16,0.17
Jon Rowe,ENG,"AT,MT",Marseille,21-168,2003,6,0,154,1.7,2,0,2,2,0,0,1,0,0.8,0.8,0.3,1.1,5,3,9,1.17,0.00,1.17,1.17,1.17,0.50,0.18,0.68,0.50,0.68
Fabián Ruiz Peña,ESP,MT,Paris S-G,28-195,1996,6,3,305,3.4,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,7,30,20,0.30,0.00,0.30,0.30,0.30,0.16,0.08,0.25,0.16,0.25
Gerónimo Rulli,ARG,GB,Marseille,32-148,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Emmanuel Sabbi,USA,"MT,AT",Le Havre,26-296,1997,5,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,3,13,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
Falaye Sacko,MLI,DF,Montpellier,29-167,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,7,31,22,0.00,0.15,0.15,0.00,0.15,0.00,0.02,0.02,0.00,0.02
Matvei Safonov,RUS,GB,Paris S-G,25-233,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Modibo Sagnan,MLI,DF,Montpellier,25-184,1999,7,7,630,7.0,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.5,6,14,2,0.14,0.00,0.14,0.14,0.14,0.07,0.01,0.07,0.07,0.07
Osame Sahraoui,NOR,"MT,AT",Lille,23-126,2001,7,4,420,4.7,0,3,3,0,0,0,0,0,0.4,0.4,2.1,2.4,27,28,54,0.00,0.64,0.64,0.00,0.64,0.08,0.44,0.52,0.08,0.52
Wesley Saïd,FRA,"AT,MT",Lens,29-179,1995,6,5,349,3.9,1,0,1,1,0,0,2,0,1.9,1.9,0.2,2.2,4,11,19,0.26,0.00,0.26,0.26,0.26,0.50,0.06,0.56,0.50,0.56
Ibrahim Salah,MAR,AT,Brest,23-046,2001,4,1,128,1.4,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,8,1,15,0.70,0.00,0.70,0.70,0.70,0.14,0.11,0.26,0.14,0.26
Amine Salama,FRA,"AT,MT",Reims,24-089,2000,6,0,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,3,7,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Mohammed Salisu,GHA,DF,Monaco,25-181,1999,5,4,368,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,29,2,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Yoann Salmier,GUF,DF,Le Havre,31-329,1992,4,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mama Samba Baldé,GNB,AT,Lyon,28-344,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
Mama Samba Baldé,GNB,AT,Brest,28-344,1995,4,2,174,1.9,1,1,2,1,0,0,0,0,0.4,0.4,0.7,1.0,5,2,15,0.52,0.52,1.03,0.52,1.03,0.18,0.35,0.53,0.18,0.53
Brice Samba,FRA,GB,Lens,30-173,1994,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Arouna Sangante,SEN,DF,Le Havre,22-186,2002,6,6,518,5.8,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,6,20,1,0.17,0.00,0.17,0.17,0.17,0.04,0.01,0.05,0.04,0.05
Nhoa Sangui,FRA,DF,Reims,18-231,2006,7,4,436,4.8,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,3,14,23,0.00,0.21,0.21,0.00,0.21,0.02,0.04,0.06,0.02,0.06
Baptiste Santamaria,FRA,MT,Rennes,29-220,1995,5,3,273,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,0,17,0,0.00,0.33,0.33,0.00,0.33,0.03,0.07,0.10,0.03,0.10
Andrey Santos,BRA,MT,Strasbourg,20-165,2004,6,6,522,5.8,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.6,8,27,8,0.52,0.00,0.52,0.52,0.52,0.33,0.12,0.46,0.33,0.46
Tiago Santos,POR,DF,Lille,22-084,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.0,24,17,43,0.00,0.00,0.00,0.00,0.00,0.09,0.13,0.22,0.09,0.22
Malang Sarr,FRA,DF,Lens,25-266,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Mamadou Sarr,FRA,DF,Strasbourg,19-047,2005,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Martin Satriano,URU,"AT,DF",Lens,23-238,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,2,1,11,0.00,0.00,0.00,0.00,0.00,0.71,0.26,0.98,0.71,0.98
Téji Savanier,FRA,MT,Montpellier,32-298,1991,7,7,619,6.9,1,2,3,0,1,1,1,0,1.1,0.3,2.4,2.7,7,56,32,0.15,0.29,0.44,0.00,0.29,0.16,0.35,0.51,0.05,0.40
Niklas Schmidt,GER,MT,Toulouse,26-228,1998,4,2,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,2,14,1,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21
Jérémy Sebas,MTQ,"AT,MT",Strasbourg,21-184,2003,5,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
Alidu Seidu,GHA,DF,Rennes,24-133,2000,7,6,529,5.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,17,26,15,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Marvin Senaya,TOG,DF,Strasbourg,23-261,2001,5,0,104,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13
Djibril Sidibé,FRA,DF,Toulouse,32-078,1992,7,4,372,4.1,0,1,1,0,0,0,1,0,0.2,0.2,1.5,1.7,1,19,10,0.00,0.24,0.24,0.00,0.24,0.05,0.37,0.42,0.05,0.42
Vincent Sierro,SUI,MT,Toulouse,29-007,1995,7,6,556,6.2,0,1,1,0,0,0,1,0,0.1,0.1,1.8,1.9,1,42,5,0.00,0.16,0.16,0.00,0.16,0.01,0.29,0.31,0.01,0.31
Caio Henrique Oliveira Silva,BRA,DF,Monaco,27-076,1997,4,3,282,3.1,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,9,17,20,0.00,0.32,0.32,0.00,0.32,0.00,0.31,0.31,0.00,0.31
Abdallah Sima,SEN,"AT,MT",Brest,23-120,2001,5,3,234,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,5,7,18,0.00,0.38,0.38,0.00,0.38,0.12,0.09,0.21,0.12,0.21
Moses Simon,NGA,AT,Nantes,29-095,1995,7,7,576,6.4,2,2,4,1,1,1,0,0,1.9,1.1,1.4,2.5,42,16,62,0.31,0.31,0.62,0.16,0.47,0.30,0.22,0.52,0.18,0.40
Lassine Sinayoko,MLI,"AT,MT",Auxerre,24-312,1999,7,7,592,6.6,0,1,1,0,0,0,2,0,1.1,1.1,1.3,2.4,19,21,61,0.00,0.15,0.15,0.00,0.15,0.16,0.19,0.36,0.16,0.36
Wilfried Singo,CIV,DF,Monaco,23-295,2000,6,4,366,4.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,5,18,1,0.00,0.25,0.25,0.00,0.25,0.03,0.02,0.05,0.03,0.05
Ibrahim Sissoko,MLI,AT,Saint-Étienne,28-323,1995,7,5,461,5.1,2,1,3,1,1,1,0,0,2.0,1.2,0.5,1.7,8,4,24,0.39,0.20,0.59,0.20,0.39,0.38,0.10,0.48,0.23,0.33
Leo Skiri Østigård,NOR,DF,Rennes,24-322,1999,6,5,426,4.7,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,1,23,0,0.21,0.00,0.21,0.21,0.21,0.09,0.00,0.09,0.09,0.09
Milan Škriniar,SVK,DF,Paris S-G,29-247,1995,2,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Naatan Skyttä,FIN,AT,Toulouse,22-161,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Florian Sotoca,FRA,AT,Lens,33-356,1990,6,5,416,4.6,0,0,0,0,0,0,1,0,1.8,1.8,0.3,2.1,8,23,43,0.00,0.00,0.00,0.00,0.00,0.40,0.07,0.46,0.40,0.46
Issa Soumaré,SEN,"AT,MT",Le Havre,24-005,2000,6,4,343,3.8,0,0,0,0,0,0,0,0,0.9,0.9,0.2,1.1,8,6,28,0.00,0.00,0.00,0.00,0.00,0.23,0.06,0.29,0.23,0.29
Saidou Sow,GUI,DF,Strasbourg,22-103,2002,7,7,613,6.8,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.4,0,3,2,0.00,0.15,0.15,0.00,0.15,0.04,0.02,0.06,0.04,0.06
Lucas Stassin,BEL,AT,Saint-Étienne,19-322,2004,4,2,151,1.7,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,5,3,10,0.00,0.60,0.60,0.00,0.60,0.41,0.33,0.74,0.41,0.74
Enzo Sternal,FRA,AT,Marseille,17-140,2007,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabriel Suazo,CHI,DF,Toulouse,27-067,1997,7,3,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,19,23,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Abakar Sylla,CIV,DF,Strasbourg,21-295,2002,7,5,392,4.4,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.3,0,4,2,0.23,0.00,0.23,0.23,0.23,0.07,0.00,0.07,0.07,0.07
Issiaga Sylla,GUI,"DF,AT",Montpellier,30-288,1994,3,1,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Musa Al-Taamari,JOR,AT,Montpellier,27-127,1997,3,2,175,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,7,5,9,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
Nicolás Tagliafico,ARG,DF,Lyon,32-045,1992,2,2,180,2.0,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,4,13,4,0.50,0.00,0.50,0.50,0.50,0.29,0.05,0.35,0.29,0.35
Florian Tardieu,FRA,MT,Saint-Étienne,32-176,1992,5,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Oussama Targhalline,MAR,MT,Le Havre,22-148,2002,5,4,325,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,24,9,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11
Enzo Tchato,CMR,DF,Montpellier,21-327,2002,7,3,455,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,15,25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Tanner Tessmann,USA,MT,Lyon,23-021,2001,4,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Teddy Teuma,MLT,MT,Reims,31-015,1993,5,1,139,1.5,1,0,1,0,1,1,1,0,1.0,0.2,0.3,0.5,2,6,7,0.65,0.00,0.65,0.00,0.00,0.67,0.17,0.84,0.16,0.33
Jordan Teze,NED,DF,Monaco,25-015,1999,5,2,166,1.8,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,2,6,10,0.54,0.00,0.54,0.54,0.54,0.55,0.05,0.60,0.55,0.60
Sorba Thomas,WAL,AT,Nantes,25-054,1999,7,5,432,4.8,1,0,1,1,0,0,0,0,1.2,1.2,0.7,2.0,15,10,30,0.21,0.00,0.21,0.21,0.21,0.26,0.15,0.41,0.26,0.41
Adrien Thomasson,FRA,MT,Lens,30-310,1993,7,7,561,6.2,0,1,1,0,0,0,0,0,0.2,0.2,2.0,2.1,6,33,27,0.00,0.16,0.16,0.00,0.16,0.03,0.31,0.34,0.03,0.34
Corentin Tolisso,FRA,MT,Lyon,30-073,1994,7,4,340,3.8,1,0,1,1,0,0,1,0,0.9,0.9,1.5,2.4,5,35,22,0.26,0.00,0.26,0.26,0.26,0.23,0.40,0.64,0.23,0.64
Abdoulaye Touré,GUI,MT,Le Havre,30-226,1994,7,6,559,6.2,2,1,3,0,2,2,1,0,2.4,0.9,0.1,1.0,0,32,8,0.32,0.16,0.48,0.00,0.16,0.39,0.02,0.41,0.14,0.15
Birama Touré,MLI,MT,Montpellier,32-131,1992,3,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Adrien Truffert,FRA,"DF,MT",Rennes,22-330,2001,7,6,484,5.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,15,28,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.07,0.04,0.07
Vanderson,BRA,DF,Monaco,23-116,2001,6,5,452,5.0,1,1,2,1,0,0,2,0,0.3,0.3,0.8,1.2,8,18,24,0.20,0.20,0.40,0.20,0.40,0.07,0.16,0.23,0.07,0.23
Jordan Veretout,FRA,MT,Lyon,31-228,1993,4,3,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,8,20,16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Ben Viadere,FRA,MT,Auxerre,19-043,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.00,0.85
Vitinha,POR,MT,Paris S-G,24-245,2000,5,4,359,4.0,1,0,1,0,1,1,0,0,1.1,0.3,0.8,1.1,6,42,11,0.25,0.00,0.25,0.00,0.00,0.28,0.19,0.47,0.09,0.28
Ibrahima Wadji,SEN,AT,Saint-Étienne,29-163,1995,2,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,5,0.00,0.00,0.00,0.00,0.00,0.33,0.03,0.36,0.33,0.36
Elye Wahi,FRA,AT,Marseille,21-287,2003,6,5,343,3.8,1,0,1,0,1,1,0,0,2.4,1.7,0.2,1.9,4,4,20,0.26,0.00,0.26,0.00,0.00,0.64,0.06,0.70,0.43,0.49
Caleb Wiley,USA,"DF,MT",Strasbourg,19-298,2004,3,2,213,2.4,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,2,3,7,0.00,0.42,0.42,0.00,0.42,0.01,0.29,0.30,0.01,0.30
Christopher Wooh,CMR,DF,Rennes,23-027,2001,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,16,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Etienne Youte Kinkoue,FRA,DF,Le Havre,22-275,2002,4,4,317,3.5,0,0,0,0,0,0,1,1,0.2,0.2,0.1,0.3,2,6,1,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Yoram Zague,FRA,DF,Paris S-G,18-153,2006,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wilfried Zaha,CIV,AT,Lyon,31-340,1992,1,1,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Warren Zaïre-Emery,FRA,"MT,DF",Paris S-G,18-221,2006,6,6,507,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,10,23,22,0.18,0.00,0.18,0.18,0.18,0.09,0.04,0.14,0.09,0.14
Miha Zajc,SVN,MT,Toulouse,30-106,1994,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Denis Zakaria,SUI,MT,Monaco,27-330,1996,7,6,565,6.3,2,1,3,2,0,0,2,0,1.2,1.2,0.2,1.4,6,25,5,0.32,0.16,0.48,0.32,0.48,0.19,0.03,0.22,0.19,0.22
Anass Zaroury,MAR,"MT,AT",Lens,23-343,2000,5,3,201,2.2,0,1,1,0,0,0,2,1,0.2,0.2,0.3,0.5,6,10,7,0.00,0.45,0.45,0.00,0.45,0.11,0.14,0.24,0.11,0.24
Nathan Zeze,FRA,DF,Nantes,19-119,2005,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Edon Zhegrova,KVX,"AT,MT",Lille,25-198,1999,5,5,434,4.8,3,1,4,3,0,0,0,0,1.0,1.0,1.9,2.9,22,28,42,0.62,0.21,0.83,0.62,0.83,0.21,0.39,0.60,0.21,0.60
Luc Zogbé,CIV,DF,Brest,19-205,2005,4,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Aristide Zossou,CIV,MT,Auxerre,19-123,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yanis Zouaoui,ALG,DF,Le Havre,30-097,1994,1,1,74,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,5,5,0.00,1.22,1.22,0.00,1.22,0.00,0.30,0.30,0.00,0.30
Tosin Adarabioyo,ENG,DF,Chelsea,27-021,1997,3,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Simon Adingra,CIV,"AT,MT",Brighton,22-288,2002,5,1,137,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.5,0.8,5,2,35,0.66,0.66,1.31,0.66,1.31,0.22,0.31,0.53,0.22,0.53
Ola Aina,NGA,DF,Nott'ham Forest,28-007,1996,7,7,593,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,16,26,9,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
Rayan Aït-Nouri,ALG,"DF,MT",Wolves,23-131,2001,7,7,563,6.3,2,2,4,2,0,0,3,0,1.0,1.0,1.0,2.0,13,25,25,0.32,0.32,0.64,0.32,0.64,0.16,0.16,0.31,0.16,0.31
Kristoffer Ajer,NOR,DF,Brentford,26-181,1998,7,7,546,6.1,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,12,19,11,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08
Manuel Akanji,SUI,DF,Manchester City,29-088,1995,7,7,601,6.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,14,63,3,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
Nathan Aké,NED,DF,Manchester City,29-240,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carlos Alcaraz,ARG,MT,Southampton,21-320,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48
Trent Alexander-Arnold,ENG,DF,Liverpool,26-008,1998,7,7,582,6.5,0,1,1,0,0,0,2,0,0.3,0.3,2.1,2.4,19,41,25,0.00,0.15,0.15,0.00,0.15,0.05,0.32,0.38,0.05,0.38
Alisson,BRA,GB,Liverpool,32-013,1992,6,6,528,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Miguel Almirón,PAR,AT,Newcastle Utd,30-248,1994,3,0,32,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,4,4,0.00,0.00,0.00,0.00,0.00,0.54,0.50,1.04,0.54,1.04
Edson Álvarez,MEX,"MT,DF",West Ham,26-357,1997,5,3,244,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,1,12,3,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
